DEPTH_m	DHAP_psi	DHAT_degC
265.6973	2045.0000	9.0000
265.8497	2046.0000	9.0000
266.0021	2045.0000	9.0000
266.1545	2043.0000	9.0000
266.3069	2043.0000	9.0000
266.4593	2046.0000	9.0000
266.6117	2048.0000	9.0000
266.7641	2048.0000	9.0000
266.9165	2049.0000	9.0000
267.0689	2047.0000	9.0000
267.2213	2049.0000	9.0000
267.3737	2052.0000	9.0000
267.5261	2049.0000	9.0000
267.6785	2048.0000	9.0000
267.8309	2055.0000	9.0000
267.9833	2049.0000	9.0000
268.1357	2051.0000	9.0000
268.2881	2048.0081	9.0000
268.4405	2053.9800	9.0000
268.5929	2052.9919	9.0000
268.7453	2048.0000	9.0000
268.8977	2050.0000	9.0000
269.0501	2047.0000	9.0000
269.2025	2053.0000	9.0000
269.3549	2055.0000	9.0000
269.5073	2052.0000	9.0000
269.6597	2055.0000	10.0000
269.8121	2053.0000	9.0000
269.9645	2055.0000	9.0000
270.1169	2055.9961	9.0040
270.2693	2055.0000	10.0000
270.4217	2054.0081	10.0000
270.5741	2050.0000	10.0000
270.7265	2054.0081	10.0000
270.8789	2054.0000	10.0000
271.0313	2055.0000	10.0000
271.1837	2056.0000	10.0000
271.3361	2060.0000	10.0000
271.4885	2058.0000	10.0000
271.6409	2055.0000	10.0000
271.7933	2056.0000	10.0000
271.9457	2059.0000	10.0000
272.0981	2057.0000	10.0000
272.2505	2060.0000	10.0000
272.4029	2059.0000	10.0000
272.5553	2058.0000	10.0000
272.7077	2059.0000	10.0000
272.8601	2059.0000	10.0000
273.0125	2064.0000	10.0000
273.1649	2063.0000	10.0000
273.3173	2063.0000	10.0000
273.4697	2062.0000	10.0000
273.6221	2063.0000	10.0000
273.7745	2061.0000	10.0000
273.9269	2063.0000	10.0000
274.0793	2061.0000	10.0000
274.2317	2058.0000	10.0000
274.3841	2062.0000	10.0000
274.5365	2060.0000	10.0000
274.6889	2062.0000	10.0000
274.8413	2062.0000	10.0000
274.9937	2063.9961	10.0000
275.1461	2064.0000	10.0000
275.2985	2063.0000	10.0000
275.4509	2062.0000	10.0000
275.6033	2063.0000	10.0000
275.7557	2064.0000	10.0000
275.9081	2062.0000	10.0000
276.0605	2064.0000	10.0000
276.2129	2062.0039	10.0000
276.3653	2063.9961	10.0000
276.5177	2066.0000	10.0000
276.6701	2068.9841	10.0000
276.8225	2068.9839	10.0000
276.9749	2068.0000	10.0000
277.1273	2067.9839	10.0000
277.2797	2070.0000	10.0000
277.4321	2066.0000	10.0000
277.5845	2068.0000	10.0000
277.7369	2068.0000	10.0000
277.8893	2065.0000	10.0000
278.0417	2069.0000	10.0000
278.1941	2066.0000	10.0000
278.3465	2066.0000	10.0000
278.4989	2065.0000	10.0000
278.6513	2054.1274	10.0000
278.8037	2068.0081	10.0000
278.9561	2067.0000	10.0000
279.1085	2070.0000	10.0000
279.2609	2066.0000	10.0000
279.4133	2070.0000	10.0000
279.5657	2071.0000	10.0000
279.7181	2061.0000	10.0000
279.8705	2069.0000	10.0000
280.0229	2070.0000	9.0000
280.1753	2071.0000	9.0000
280.3277	2080.0000	9.0000
280.4801	2074.0000	9.0000
280.6325	2072.0000	9.0000
280.7849	2073.9880	9.0000
280.9373	2073.9680	9.0000
281.0897	2071.0000	9.0000
281.2421	2068.0000	9.0000
281.3945	2066.0000	9.0000
281.5469	2072.0000	10.0000
281.6993	2072.0000	9.0000
281.8517	2071.0000	10.0000
282.0041	2071.0159	9.0000
282.1565	2086.0000	9.0000
282.3089	2099.8279	9.0000
282.4613	2076.9880	9.9960
282.6137	2073.0000	9.0000
282.7661	2075.0000	9.0000
282.9185	2074.0000	9.0000
283.0709	2074.0000	10.0000
283.2233	2074.0000	10.0000
283.3757	2074.0000	9.0000
283.5281	2078.0000	10.0000
283.6805	2075.9919	9.0000
283.8329	2092.0000	10.0000
283.9853	2072.0000	10.0000
284.1377	2062.1240	10.0000
284.2901	2081.9641	10.0000
284.4425	2076.0000	10.0000
284.5949	2080.9280	10.0000
284.7473	2077.0000	10.0000
284.8997	2071.0000	10.0000
285.0521	2073.0000	10.0000
285.2045	2071.0000	10.0000
285.3569	2075.0000	10.0000
285.5093	2064.0000	10.0000
285.6617	2087.0000	10.0000
285.8141	2080.0000	10.0000
285.9665	2075.9961	10.0000
286.1189	2078.0000	10.0000
286.2713	2067.0000	10.0000
286.4237	2071.0000	10.0000
286.5761	2079.0000	10.0000
286.7285	2073.0000	10.0000
286.8809	2081.0000	10.0000
287.0333	2086.0000	10.0000
287.1857	2088.0000	10.0000
287.3381	2087.0000	10.0000
287.4905	2091.0000	10.0000
287.6429	2077.0000	10.0000
287.7953	2097.0000	10.0000
287.9477	2080.0439	10.0000
288.1001	2080.0000	10.0000
288.2525	2081.0000	10.0000
288.4049	2090.0000	10.0000
288.5573	2089.0000	10.0000
288.7097	2094.0000	10.0000
288.8621	2089.0000	10.0000
289.0145	2087.0000	10.0000
289.1669	2086.0000	9.0000
289.3193	2089.0000	10.0000
289.4717	2088.9324	10.0000
289.6241	2093.0200	9.9960
289.7765	2095.0000	10.0000
289.9289	2099.0000	10.0000
290.0813	2092.0000	10.0000
290.2337	2091.0000	10.0000
290.3861	2093.0000	9.0000
290.5385	2090.0000	10.0000
290.6909	2091.0000	10.0000
290.8433	2090.0000	10.0000
290.9957	2092.0000	10.0000
291.1481	2095.0000	10.0000
291.3005	2083.0000	10.0000
291.4529	2086.0039	10.0000
291.6053	2088.9919	10.0000
291.7577	2087.0000	10.0000
291.9101	2089.0000	10.0000
292.0625	2089.0000	10.0000
292.2149	2085.0637	10.0000
292.3673	2091.9880	10.0000
292.5197	2096.9519	10.0000
292.6721	2092.0000	10.0000
292.8245	2094.0000	10.0000
292.9769	2104.0000	10.0000
293.1293	2093.0000	10.0000
293.2817	2092.9961	10.0000
293.4341	2089.0000	10.0000
293.5865	2093.0039	10.0000
293.7389	2083.0840	10.0000
293.8913	2093.0000	10.0000
294.0437	2093.0000	10.0000
294.1961	2096.0000	10.0000
294.3485	2093.0000	10.0000
294.5009	2095.0000	10.0000
294.6533	2095.0000	10.0000
294.8057	2106.0000	10.0000
294.9581	2094.0000	10.0000
295.1105	2101.0000	10.0000
295.2629	2098.0120	10.0000
295.4153	2094.0000	10.0000
295.5677	2090.0000	10.0000
295.7201	2094.0000	10.0000
295.8725	2096.0000	10.0000
296.0249	2097.0000	10.0000
296.1773	2089.0681	10.0000
296.3297	2098.0000	10.0000
296.4821	2094.0161	10.0000
296.6345	2094.0000	10.0000
296.7869	2097.0000	10.0000
296.9393	2096.0000	10.0000
297.0917	2103.0000	10.0000
297.2441	2096.0000	10.0000
297.3965	2098.0000	10.0000
297.5489	2097.0000	10.0000
297.7013	2102.0000	10.0000
297.8537	2098.0000	10.0000
298.0061	2095.0000	10.0000
298.1585	2098.0000	10.0000
298.3109	2093.0000	10.0000
298.4633	2087.0000	10.0000
298.6157	2099.0000	10.0000
298.7681	2104.0000	10.0000
298.9205	2099.0000	10.0000
299.0729	2100.0000	10.0000
299.2253	2100.0000	10.0000
299.3777	2099.0120	10.0000
299.5301	2098.9961	10.0000
299.6825	2093.0559	10.0000
299.8349	2095.0161	10.0000
299.9873	2096.0000	10.0000
300.1397	2101.0000	10.0000
300.2921	2091.0000	10.0000
300.4445	2104.0000	10.0000
300.5969	2107.0000	10.0000
300.7493	2106.0000	10.0000
300.9017	2101.0000	10.0000
301.0541	2102.0000	10.0000
301.2065	2096.0000	10.0000
301.3589	2102.0000	10.0000
301.5113	2099.0518	10.0000
301.6637	2106.0000	10.0000
301.8161	2085.0000	10.0000
301.9685	2085.0000	10.0000
302.1209	2085.0000	10.0000
302.2733	2085.0000	10.0000
302.4257	2085.0000	10.0000
302.5781	2085.0000	10.0000
302.7305	2085.0000	10.0000
302.8829	2085.0000	10.0000
303.0353	2085.0000	10.0000
303.1877	2085.0000	10.0000
303.3401	2085.0000	10.0000
303.4925	2085.0000	10.0000
303.6449	2085.0000	10.0000
303.7973	2085.0000	10.0000
303.9497	2085.0000	10.0000
304.1021	2085.0000	10.0000
304.2545	2085.0000	10.0000
304.4069	2085.0000	10.0000
304.5593	2085.0000	10.0000
304.7117	2085.0000	10.0000
304.8641	2085.0000	10.0000
305.0165	2085.0000	10.0000
305.1689	2085.0000	10.0000
305.3213	2085.0000	10.0000
305.4737	2085.0000	10.0000
305.6261	2085.0000	10.0000
305.7785	2085.0000	10.0000
305.9309	2085.0000	10.0000
306.0833	2085.0000	10.0000
306.2357	2085.0000	10.0000
306.3881	2085.0000	10.0000
306.5405	2085.0000	10.0000
306.6929	2085.0000	10.0000
306.8453	2085.0000	10.0000
306.9977	2085.0000	10.0000
307.1501	2085.0000	10.0000
307.3025	2085.0000	10.0000
307.4549	2085.0000	10.0000
307.6073	2085.0000	10.0000
307.7597	2085.0000	10.0000
307.9121	2085.0000	10.0000
308.0645	2085.0000	10.0000
308.2169	2085.0000	10.0000
308.3693	2085.0000	10.0000
308.5217	2085.0000	10.0000
